OrderID,Date,Region,Category,Product,Quantity,Sales,Profit
ORD-00104,2023-07-14,South,Office Supplies,Binders,8,309.73,139.03
ORD-01914,2023-07-14,East,Technology,Laptops,9,3890.53,1202.83
ORD-00185,2023-07-15,East,Technology,Laptops,5,4432.49,1241.33
ORD-01529,2023-07-15,East,Furniture,Bookcases,8,1863.39,848.23
ORD-00390,2023-07-16,East,Technology,Laptops,5,4192.94,1240.48
ORD-00430,2023-07-16,East,Technology,Phones,5,3091.88,904.31
ORD-01071,2023-07-16,West,Technology,Laptops,7,5087.3,1304.02
ORD-01278,2023-07-18,East,Furniture,Bookcases,8,3707.99,1333.78
ORD-01359,2023-07-18,East,Technology,Phones,1,833.93,216.8
ORD-01669,2023-07-18,East,Office Supplies,Binders,4,144.85,63.32
ORD-00239,2023-07-19,South,Furniture,Tables,5,2396.15,1065.28
ORD-01192,2023-07-19,East,Technology,Laptops,8,3243.36,1132.95
ORD-01671,2023-07-19,West,Furniture,Bookcases,7,2319.42,772.78
ORD-01716,2023-07-19,South,Furniture,Bookcases,3,577.83,222.01
ORD-01851,2023-07-21,South,Technology,Laptops,3,1801.12,620.69
ORD-00422,2023-07-22,South,Technology,Laptops,5,3210.21,772.57
ORD-00614,2023-07-24,Central,Technology,Laptops,7,6544.72,1418.53
ORD-00724,2023-07-25,West,Technology,Laptops,9,8667.04,1989.67
ORD-01653,2023-07-25,Central,Office Supplies,Art Supplies,2,54.14,32.82
ORD-00152,2023-07-26,Central,Office Supplies,Binders,1,40.18,20.34
ORD-00307,2023-07-27,West,Technology,Accessories,3,1387.72,386.9
ORD-01659,2023-07-27,South,Technology,Accessories,9,8682.14,2459.49
ORD-00499,2023-07-28,South,Furniture,Tables,6,2395.81,732.8
ORD-00786,2023-07-28,South,Technology,Accessories,3,2850.87,898.12
ORD-00500,2023-07-29,West,Furniture,Tables,2,604.44,201.78
ORD-01267,2023-07-31,Central,Furniture,Bookcases,7,2849.23,1296.93
ORD-01981,2023-07-31,Central,Technology,Phones,9,4208.14,1319.75
ORD-00407,2023-08-01,East,Technology,Laptops,8,3266.61,914.22
ORD-00409,2023-08-01,West,Furniture,Bookcases,7,2030.77,662.88
ORD-01198,2023-08-01,South,Office Supplies,Binders,8,218.56,87.74
ORD-01749,2023-08-01,East,Technology,Accessories,3,2016.54,631.23
ORD-01877,2023-08-01,West,Technology,Accessories,2,945.79,322.6
ORD-00219,2023-08-02,Central,Technology,Phones,6,3311.31,1104.55
ORD-00261,2023-08-02,West,Technology,Laptops,3,2866.49,1029.93
ORD-01165,2023-08-02,West,Office Supplies,Binders,9,364.28,157.09
ORD-01898,2023-08-02,West,Technology,Phones,1,832.54,231.48
ORD-00110,2023-08-03,West,Office Supplies,Binders,7,202.74,104.56
ORD-00111,2023-08-03,Central,Office Supplies,Binders,8,300.88,122.89
ORD-00187,2023-08-04,Central,Technology,Accessories,2,856.83,266.25
ORD-00145,2023-08-05,South,Office Supplies,Paper,9,212.36,125.11
ORD-00681,2023-08-06,Central,Office Supplies,Binders,1,14.62,5.44
ORD-01562,2023-08-06,East,Technology,Accessories,7,2910.58,1037.9
ORD-01611,2023-08-06,East,Office Supplies,Binders,6,118.26,63.51
ORD-00939,2023-08-07,South,Technology,Accessories,2,857.85,271.79
ORD-01092,2023-08-07,Central,Technology,Laptops,5,4648.61,1095.76
ORD-01488,2023-08-07,West,Technology,Accessories,9,4543.84,1042.77
ORD-01783,2023-08-07,Central,Technology,Laptops,9,6988.99,1777.37
ORD-00702,2023-08-08,East,Office Supplies,Paper,9,342.24,132.69
ORD-01695,2023-08-08,West,Technology,Phones,1,859.86,226.37
ORD-00230,2023-08-09,West,Furniture,Bookcases,3,796.47,327.2
ORD-00461,2023-08-09,Central,Furniture,Chairs,9,3338.02,1273.26
ORD-01335,2023-08-09,West,Furniture,Bookcases,5,1974.91,709.51
ORD-00107,2023-08-10,South,Office Supplies,Paper,8,238.96,107.14
ORD-00984,2023-08-10,South,Office Supplies,Art Supplies,3,55.08,32.03
ORD-00870,2023-08-11,Central,Office Supplies,Paper,6,220.72,132.5
ORD-01302,2023-08-11,West,Technology,Laptops,5,2967.35,691.53
ORD-01918,2023-08-11,East,Technology,Laptops,1,893.72,241.63
ORD-01237,2023-08-12,West,Office Supplies,Paper,4,109.84,52.24
ORD-01738,2023-08-12,Central,Office Supplies,Art Supplies,8,288.99,134.68
ORD-00448,2023-08-13,South,Technology,Laptops,7,4716.9,1049.93
ORD-00726,2023-08-13,Central,Technology,Accessories,2,1208.08,313.25
ORD-01367,2023-08-13,Central,Technology,Laptops,8,7492.49,2655.66
ORD-00235,2023-08-14,West,Technology,Phones,6,4946.61,1232.38
ORD-00269,2023-08-14,East,Office Supplies,Binders,2,55.61,31.74
ORD-01373,2023-08-14,East,Technology,Phones,5,3458.66,1174.3
ORD-01307,2023-08-15,West,Technology,Accessories,8,7129.65,1544.7
ORD-01687,2023-08-15,Central,Technology,Phones,4,1374.73,389.31
ORD-01270,2023-08-16,Central,Furniture,Tables,3,641.85,251.94
ORD-01350,2023-08-16,Central,Furniture,Bookcases,8,2400.24,656.28
ORD-01832,2023-08-16,West,Technology,Accessories,1,421.03,132.59
ORD-00078,2023-08-17,East,Office Supplies,Art Supplies,6,238.16,125.98
ORD-01647,2023-08-17,Central,Office Supplies,Binders,5,144.28,69.49
ORD-00462,2023-08-18,South,Furniture,Tables,9,2629.4,789.33
ORD-00573,2023-08-18,Central,Furniture,Tables,2,1010.82,320.72
ORD-01284,2023-08-18,South,Furniture,Chairs,8,1900.11,563.99
ORD-01797,2023-08-18,East,Furniture,Chairs,7,1679.44,450.66
ORD-01799,2023-08-18,Central,Office Supplies,Binders,1,31.56,12.81
ORD-01940,2023-08-18,Central,Furniture,Chairs,1,239.26,80.17
ORD-00987,2023-08-19,West,Technology,Laptops,4,3507.97,1034.35
ORD-00367,2023-08-21,West,Technology,Laptops,2,1887.63,585.83
ORD-00465,2023-08-21,Central,Technology,Laptops,9,6085.12,2042.04
ORD-01402,2023-08-21,East,Office Supplies,Paper,5,132.45,49.89
ORD-01636,2023-08-21,East,Office Supplies,Binders,6,109.04,60.42
ORD-00789,2023-08-22,East,Technology,Accessories,4,2170.11,636.47
ORD-01362,2023-08-22,West,Furniture,Chairs,5,2632.86,796.24
ORD-00183,2023-08-23,West,Furniture,Bookcases,6,1676.18,695.48
ORD-01740,2023-08-23,Central,Technology,Phones,1,370.57,95.26
ORD-01751,2023-08-23,Central,Office Supplies,Binders,6,184.4,108.22
ORD-00172,2023-08-24,West,Technology,Laptops,5,2297.09,793.68
ORD-01707,2023-08-24,West,Technology,Accessories,9,5265.3,1381.07
ORD-00552,2023-08-25,Central,Furniture,Bookcases,5,2482.15,859.47
ORD-01096,2023-08-25,Central,Technology,Phones,6,2660.83,721.77
ORD-00012,2023-08-27,Central,Office Supplies,Binders,3,85.86,53.4
ORD-00740,2023-08-27,Central,Furniture,Chairs,7,3352.05,1218.64
ORD-00866,2023-08-27,South,Technology,Laptops,5,2249.62,561.55
ORD-01059,2023-08-28,South,Furniture,Chairs,7,1429.54,464.46
ORD-00083,2023-08-29,South,Technology,Phones,1,839.84,294.59
ORD-00362,2023-08-29,Central,Technology,Laptops,4,3694.57,829.87
ORD-00626,2023-08-29,Central,Furniture,Tables,4,2099.98,871.83
ORD-00826,2023-08-29,East,Office Supplies,Binders,8,259.07,124.04
ORD-00958,2023-08-29,West,Furniture,Chairs,1,469.26,184.24
ORD-00103,2023-08-30,East,Technology,Accessories,9,8405.64,2548.66
ORD-00508,2023-08-30,West,Furniture,Bookcases,7,1406.76,474.98
ORD-01246,2023-08-30,Central,Office Supplies,Art Supplies,6,203.55,106.5
ORD-01346,2023-08-30,South,Technology,Phones,9,6536.76,2252.57
ORD-01530,2023-08-30,South,Office Supplies,Paper,2,77.04,31.02
ORD-01986,2023-08-30,South,Furniture,Chairs,9,3783.09,1327.5
ORD-00139,2023-08-31,East,Office Supplies,Binders,5,195.62,84.9
ORD-00495,2023-08-31,West,Office Supplies,Paper,2,45.26,17.01
ORD-00176,2023-09-01,Central,Furniture,Chairs,3,981.74,348.5
ORD-00321,2023-09-01,East,Furniture,Chairs,1,246.2,91.89
ORD-01171,2023-09-01,East,Technology,Phones,8,3032.12,1058.26
ORD-01890,2023-09-01,West,Furniture,Chairs,8,2132.26,756.12
ORD-00704,2023-09-02,West,Technology,Phones,8,4806.7,1167.85
ORD-01203,2023-09-02,Central,Furniture,Tables,3,804.63,220.53
ORD-01541,2023-09-02,West,Furniture,Chairs,4,1629.06,470.26
ORD-00733,2023-09-03,West,Furniture,Tables,4,1797.24,699.27
ORD-00873,2023-09-03,Central,Technology,Accessories,4,3553.39,999.14
ORD-01105,2023-09-03,West,Office Supplies,Art Supplies,5,110.4,55.09
ORD-00543,2023-09-04,East,Furniture,Chairs,3,840.59,308.77
ORD-01903,2023-09-04,South,Office Supplies,Art Supplies,8,206.51,103.06
ORD-00853,2023-09-05,West,Furniture,Tables,5,1389.53,614.92
ORD-01164,2023-09-05,West,Office Supplies,Binders,4,164.99,98.64
ORD-01155,2023-09-06,West,Furniture,Tables,3,1026.98,293.13
ORD-00345,2023-09-07,East,Office Supplies,Paper,8,287.06,152.17
ORD-01303,2023-09-07,West,Office Supplies,Binders,8,165.48,100.19
ORD-01351,2023-09-07,West,Technology,Accessories,9,4366.29,979.26
ORD-00063,2023-09-08,West,Furniture,Chairs,3,1037.69,298.87
ORD-00458,2023-09-08,East,Office Supplies,Paper,8,123.74,65.01
ORD-00678,2023-09-08,South,Technology,Phones,1,341.06,100.47
ORD-01052,2023-09-08,East,Furniture,Chairs,7,2591.06,771.69
ORD-00290,2023-09-09,West,Technology,Laptops,9,6653.74,1805.71
ORD-01771,2023-09-09,West,Technology,Accessories,1,919.74,264.51
ORD-00339,2023-09-10,Central,Technology,Laptops,3,2733.48,783.66
ORD-01761,2023-09-10,Central,Technology,Laptops,7,5370.17,1784.31
ORD-01933,2023-09-10,East,Furniture,Chairs,8,2717.52,1035.5
ORD-01991,2023-09-10,Central,Technology,Accessories,7,5178.83,1259.97
ORD-00554,2023-09-11,West,Office Supplies,Art Supplies,3,101.58,53.66
ORD-00633,2023-09-11,Central,Technology,Phones,6,2914.74,740.36
ORD-01615,2023-09-12,Central,Technology,Accessories,9,4696.38,1143.33
ORD-00132,2023-09-13,South,Office Supplies,Art Supplies,6,96.4,42.36
ORD-00338,2023-09-13,Central,Technology,Accessories,9,8198.54,2646.56
ORD-00830,2023-09-14,West,Furniture,Chairs,4,1313.9,572.23
ORD-01300,2023-09-14,South,Furniture,Chairs,2,483.57,217.63
ORD-01324,2023-09-14,East,Office Supplies,Paper,9,210.27,113.72
ORD-01941,2023-09-14,East,Technology,Accessories,3,1471.07,341.15
ORD-00108,2023-09-15,Central,Furniture,Chairs,6,2864.56,1097.52
ORD-00683,2023-09-15,South,Technology,Accessories,1,861.91,251.94
ORD-01394,2023-09-15,West,Technology,Phones,7,4154.79,1490.98
ORD-01564,2023-09-15,West,Office Supplies,Binders,2,41.53,18.03
ORD-00073,2023-09-16,Central,Technology,Laptops,8,7210.68,2438.62
ORD-00130,2023-09-16,West,Office Supplies,Art Supplies,8,292.54,140.02
ORD-00948,2023-09-17,East,Furniture,Chairs,7,2766.94,1200.22
ORD-01497,2023-09-17,West,Office Supplies,Paper,1,16.99,8.26
ORD-00438,2023-09-18,Central,Office Supplies,Paper,7,145.4,60.73
ORD-00001,2023-09-19,East,Technology,Phones,8,2703.94,572.3
ORD-00153,2023-09-19,Central,Furniture,Tables,9,2578.16,1051.71
ORD-00607,2023-09-19,Central,Technology,Laptops,7,3929.18,1281.38
ORD-00029,2023-09-20,West,Technology,Phones,9,3649.91,921.34
ORD-00258,2023-09-20,East,Technology,Phones,5,3029.56,744.13
ORD-01494,2023-09-20,East,Technology,Phones,2,1799.12,475.46
ORD-00151,2023-09-21,West,Office Supplies,Binders,1,32.19,12.95
ORD-01321,2023-09-21,West,Technology,Laptops,2,1687.81,471.97
ORD-01781,2023-09-21,Central,Office Supplies,Paper,5,88.47,40.89
ORD-00359,2023-09-22,West,Furniture,Tables,2,768.56,253.66
ORD-00703,2023-09-22,East,Technology,Laptops,7,5586.09,1248.16
ORD-00767,2023-09-22,East,Office Supplies,Paper,9,262.02,106.89
ORD-01120,2023-09-22,West,Technology,Accessories,1,872.05,223.28
ORD-00109,2023-09-23,South,Technology,Accessories,4,1479.43,479.89
ORD-00026,2023-09-24,South,Furniture,Bookcases,6,3176.5,1086.02
ORD-00220,2023-09-24,West,Technology,Accessories,7,3277.5,868.17
ORD-01787,2023-09-24,East,Furniture,Chairs,7,3373.23,1176.38
ORD-01608,2023-09-25,South,Technology,Accessories,6,4001.4,906.29
ORD-01711,2023-09-25,West,Technology,Laptops,7,3793.3,1245.01
ORD-00215,2023-09-26,Central,Technology,Accessories,7,6297.93,1636.6
ORD-01253,2023-09-26,West,Technology,Accessories,9,8294.44,2801.11
ORD-00113,2023-09-27,East,Furniture,Chairs,5,1020.17,423.88
ORD-00531,2023-09-27,South,Furniture,Bookcases,4,730.57,234.17
ORD-01101,2023-09-27,West,Technology,Laptops,9,5270.56,1389.15
ORD-01175,2023-09-27,East,Technology,Phones,9,4113.5,1434.45
ORD-00002,2023-09-28,West,Technology,Accessories,2,1489.5,342.96
ORD-00728,2023-09-28,East,Furniture,Tables,5,1826.4,745.61
ORD-01144,2023-09-28,East,Technology,Phones,7,6126.07,1446.4
ORD-01220,2023-09-28,Central,Technology,Phones,6,2881.61,755.73
ORD-01731,2023-09-28,East,Technology,Accessories,6,4537.59,1246.61
ORD-00036,2023-09-29,East,Office Supplies,Art Supplies,3,126.5,57.15
ORD-00042,2023-09-29,West,Technology,Accessories,7,5575.31,1370.36
ORD-00330,2023-09-29,West,Office Supplies,Paper,3,77.31,47.76
ORD-01020,2023-09-29,West,Office Supplies,Art Supplies,3,111.38,67.63
ORD-01194,2023-09-29,East,Furniture,Bookcases,6,2140.95,731.72
ORD-01379,2023-09-29,South,Technology,Phones,9,3620.7,1047.62
ORD-00155,2023-09-30,West,Office Supplies,Paper,4,68.27,30.39
ORD-00662,2023-09-30,West,Furniture,Tables,6,2674.37,1084.6
ORD-00673,2023-09-30,Central,Office Supplies,Art Supplies,2,78.93,39.25
ORD-01007,2023-09-30,Central,Office Supplies,Paper,4,92.97,51.1
ORD-01235,2023-09-30,West,Furniture,Bookcases,4,872.03,390.23
ORD-01458,2023-09-30,Central,Office Supplies,Binders,7,234.25,108.96
ORD-01619,2023-09-30,South,Furniture,Chairs,2,760.37,281.02
ORD-00538,2023-10-01,East,Office Supplies,Binders,6,126.77,69.45
ORD-01520,2023-10-01,East,Technology,Phones,7,6685.43,2394.89
ORD-01661,2023-10-01,East,Office Supplies,Art Supplies,3,113.25,46.03
ORD-01151,2023-10-02,Central,Technology,Accessories,7,5150.55,1162.32
ORD-01209,2023-10-02,Central,Technology,Accessories,1,639.64,228.43
ORD-01377,2023-10-02,West,Technology,Phones,9,7460.47,1670.0
ORD-00331,2023-10-03,West,Furniture,Tables,5,973.49,409.6
ORD-00523,2023-10-03,West,Technology,Laptops,6,5309.16,1558.26
ORD-01104,2023-10-04,East,Furniture,Tables,2,424.28,173.87
ORD-01435,2023-10-04,East,Furniture,Bookcases,1,514.99,156.07
ORD-01587,2023-10-05,Central,Furniture,Chairs,1,429.61,143.34
ORD-00342,2023-10-06,South,Technology,Accessories,4,1881.3,465.54
ORD-00650,2023-10-06,West,Furniture,Bookcases,4,1257.63,385.92
ORD-01706,2023-10-06,Central,Furniture,Bookcases,8,4194.84,1843.52
ORD-01904,2023-10-06,East,Technology,Laptops,7,2744.14,712.57
ORD-01990,2023-10-06,West,Office Supplies,Binders,3,43.26,16.36
ORD-00735,2023-10-07,West,Technology,Accessories,7,3581.52,833.8
ORD-01584,2023-10-07,West,Technology,Laptops,7,2642.09,763.59
ORD-00041,2023-10-08,West,Technology,Laptops,3,2663.28,813.09
ORD-00199,2023-10-08,West,Technology,Accessories,4,1331.87,368.93
ORD-01568,2023-10-08,Central,Technology,Accessories,9,5224.54,1384.98
ORD-00240,2023-10-09,Central,Office Supplies,Paper,7,260.2,138.2
ORD-00858,2023-10-09,East,Technology,Laptops,2,1088.27,320.3
ORD-01200,2023-10-09,Central,Technology,Phones,5,2552.79,897.02
ORD-01311,2023-10-09,West,Furniture,Chairs,4,1314.43,423.47
ORD-01493,2023-10-09,East,Office Supplies,Binders,2,62.14,37.62
ORD-00374,2023-10-10,Central,Technology,Laptops,5,3205.55,779.04
ORD-00396,2023-10-10,East,Office Supplies,Binders,8,172.23,98.76
ORD-01609,2023-10-10,West,Technology,Accessories,2,1264.62,454.29
ORD-01453,2023-10-11,East,Office Supplies,Paper,5,196.39,96.06
ORD-00698,2023-10-12,South,Technology,Accessories,3,1936.57,480.8
ORD-01273,2023-10-12,Central,Furniture,Bookcases,7,1340.22,380.78
ORD-01296,2023-10-12,East,Furniture,Bookcases,5,1322.48,489.68
ORD-01418,2023-10-12,Central,Furniture,Bookcases,7,2753.71,965.95
ORD-01644,2023-10-12,Central,Technology,Accessories,1,898.2,198.87
ORD-01773,2023-10-12,West,Office Supplies,Binders,9,328.67,159.54
ORD-00455,2023-10-14,Central,Technology,Phones,6,2995.13,1036.5
ORD-01427,2023-10-14,Central,Technology,Phones,1,565.04,192.96
ORD-01508,2023-10-14,West,Office Supplies,Paper,7,285.46,136.45
ORD-00369,2023-10-15,West,Office Supplies,Art Supplies,4,148.46,65.29
ORD-01813,2023-10-15,West,Technology,Phones,9,6676.67,1805.41
ORD-00814,2023-10-17,West,Technology,Accessories,3,2432.55,653.97
ORD-00822,2023-10-17,West,Office Supplies,Binders,7,181.59,89.47
ORD-01623,2023-10-17,East,Furniture,Chairs,5,1441.12,648.88
ORD-01827,2023-10-17,East,Office Supplies,Binders,2,51.28,22.87
ORD-00420,2023-10-19,East,Technology,Accessories,2,1209.42,330.02
ORD-00952,2023-10-19,West,Furniture,Tables,1,261.17,79.89
ORD-01318,2023-10-19,South,Office Supplies,Binders,2,30.37,13.23
ORD-01956,2023-10-19,West,Furniture,Chairs,5,1397.63,516.99
ORD-00722,2023-10-20,West,Office Supplies,Binders,5,186.7,111.53
ORD-00766,2023-10-20,South,Technology,Laptops,7,3058.34,733.42
ORD-00802,2023-10-20,Central,Technology,Laptops,7,3595.41,1155.39
ORD-01498,2023-10-20,East,Furniture,Chairs,6,2731.71,796.44
ORD-01345,2023-10-21,Central,Office Supplies,Binders,4,67.39,40.75
ORD-00441,2023-10-22,East,Technology,Laptops,4,2221.05,684.6
ORD-01457,2023-10-22,Central,Technology,Laptops,1,816.34,248.85
ORD-01646,2023-10-22,East,Technology,Phones,5,3040.23,759.11
ORD-01789,2023-10-22,Central,Office Supplies,Binders,2,60.74,32.06
ORD-00010,2023-10-23,West,Technology,Phones,2,712.49,149.94
ORD-01133,2023-10-23,East,Technology,Accessories,3,2086.37,442.15
ORD-01723,2023-10-23,Central,Office Supplies,Paper,6,250.21,101.58
ORD-01811,2023-10-23,East,Office Supplies,Art Supplies,2,29.78,16.87
ORD-01207,2023-10-24,South,Technology,Phones,8,4962.4,1274.6
ORD-01336,2023-10-24,South,Office Supplies,Paper,6,242.01,105.07
ORD-01977,2023-10-24,West,Office Supplies,Paper,2,51.36,20.26
ORD-01574,2023-10-25,South,Technology,Phones,3,2171.77,568.46
ORD-01816,2023-10-25,West,Technology,Laptops,7,6170.29,1785.05
ORD-00915,2023-10-26,South,Technology,Phones,9,7669.33,1930.32
ORD-01410,2023-10-26,West,Furniture,Bookcases,3,1168.36,479.97
ORD-01884,2023-10-26,West,Office Supplies,Binders,5,192.63,102.03
ORD-00071,2023-10-27,South,Office Supplies,Binders,1,32.66,15.72
ORD-00641,2023-10-27,Central,Furniture,Tables,9,3762.43,1471.91
ORD-00709,2023-10-27,East,Office Supplies,Paper,6,209.9,115.87
ORD-01217,2023-10-27,West,Technology,Phones,8,5401.57,1774.65
ORD-01650,2023-10-27,South,Technology,Phones,3,1256.28,276.49
ORD-01108,2023-10-28,West,Office Supplies,Binders,5,115.05,62.36
ORD-01436,2023-10-28,West,Technology,Laptops,7,6193.93,1605.69
ORD-00622,2023-10-29,South,Office Supplies,Binders,9,280.63,109.05
ORD-01439,2023-10-29,South,Office Supplies,Art Supplies,3,47.03,25.7
ORD-01960,2023-10-30,East,Furniture,Bookcases,8,1816.2,491.82
ORD-00222,2023-11-01,South,Furniture,Bookcases,6,1763.53,550.75
ORD-00301,2023-11-01,South,Technology,Laptops,5,4743.64,1280.52
ORD-00328,2023-11-01,West,Office Supplies,Art Supplies,4,79.44,38.19
ORD-01170,2023-11-01,East,Technology,Laptops,3,1013.09,225.7
ORD-01894,2023-11-01,East,Furniture,Tables,2,608.91,260.85
ORD-00117,2023-11-02,West,Furniture,Chairs,2,624.34,228.21
ORD-00990,2023-11-02,South,Technology,Laptops,2,1891.27,416.59
ORD-01339,2023-11-02,South,Technology,Laptops,8,6600.91,1463.19
ORD-01224,2023-11-03,West,Office Supplies,Binders,1,39.1,14.61
ORD-01733,2023-11-03,South,Office Supplies,Paper,5,113.01,63.44
ORD-01746,2023-11-03,East,Technology,Laptops,1,333.94,95.44
ORD-01961,2023-11-03,Central,Furniture,Tables,4,2153.89,638.79
ORD-00412,2023-11-04,East,Furniture,Bookcases,5,1876.55,802.08
ORD-00603,2023-11-04,South,Technology,Accessories,7,6453.77,1844.95
ORD-00764,2023-11-04,Central,Furniture,Bookcases,7,1592.15,668.68
ORD-00832,2023-11-04,West,Technology,Laptops,4,3352.01,1162.3
ORD-00912,2023-11-04,Central,Furniture,Bookcases,6,2427.99,810.78
ORD-01083,2023-11-04,West,Furniture,Tables,5,1669.68,525.02
ORD-00162,2023-11-05,West,Technology,Accessories,7,4472.2,1475.13
ORD-00277,2023-11-05,West,Technology,Laptops,4,2542.31,574.39
ORD-00843,2023-11-05,Central,Technology,Laptops,3,1799.02,489.49
ORD-01088,2023-11-05,West,Office Supplies,Binders,8,164.34,59.85
ORD-00831,2023-11-06,Central,Furniture,Bookcases,3,1597.57,528.8
ORD-00999,2023-11-06,East,Technology,Accessories,3,1518.46,451.66
ORD-01446,2023-11-06,Central,Furniture,Chairs,9,3029.0,981.65
ORD-01546,2023-11-06,East,Furniture,Bookcases,8,2919.14,781.97
ORD-01719,2023-11-06,West,Technology,Phones,8,7599.25,2512.92
ORD-01984,2023-11-06,East,Technology,Phones,5,2651.72,701.87
ORD-00482,2023-11-07,West,Technology,Laptops,2,1011.38,290.96
ORD-01866,2023-11-07,South,Technology,Phones,3,2205.75,601.61
ORD-00656,2023-11-08,Central,Office Supplies,Paper,5,136.56,60.56
ORD-00976,2023-11-08,Central,Technology,Laptops,7,4931.33,1352.85
ORD-01386,2023-11-08,West,Technology,Laptops,6,5616.16,1343.27
ORD-00443,2023-11-09,Central,Technology,Accessories,8,3343.59,869.71
ORD-00863,2023-11-09,West,Office Supplies,Binders,1,31.54,13.67
ORD-00244,2023-11-10,Central,Technology,Laptops,8,3758.57,1128.0
ORD-00268,2023-11-10,Central,Technology,Laptops,4,3713.27,1329.26
ORD-01745,2023-11-10,West,Technology,Phones,9,3175.28,1029.01
ORD-00140,2023-11-11,South,Office Supplies,Binders,8,133.45,65.28
ORD-00515,2023-11-11,West,Technology,Phones,6,3064.23,1063.67
ORD-01484,2023-11-11,West,Furniture,Bookcases,4,1021.91,391.65
ORD-00584,2023-11-12,East,Technology,Laptops,7,5278.12,1540.29
ORD-01622,2023-11-12,East,Furniture,Tables,7,2667.85,782.57
ORD-01002,2023-11-13,South,Office Supplies,Paper,1,21.29,10.31
ORD-01115,2023-11-13,Central,Technology,Laptops,9,5760.45,1820.1
ORD-00048,2023-11-14,West,Technology,Laptops,6,4985.49,1296.56
ORD-00809,2023-11-14,East,Office Supplies,Art Supplies,1,22.03,8.6
ORD-00909,2023-11-14,Central,Office Supplies,Art Supplies,5,121.19,52.44
ORD-01206,2023-11-14,Central,Office Supplies,Paper,9,218.53,125.15
ORD-00540,2023-11-15,Central,Technology,Laptops,6,3017.58,957.24
ORD-01117,2023-11-15,Central,Technology,Phones,7,4430.02,1106.79
ORD-01381,2023-11-15,South,Technology,Phones,2,835.84,179.7
ORD-01514,2023-11-15,West,Furniture,Tables,4,1978.8,589.83
ORD-00238,2023-11-16,East,Technology,Laptops,3,2801.66,953.63
ORD-00297,2023-11-16,Central,Technology,Laptops,3,2072.42,562.26
ORD-00769,2023-11-17,East,Furniture,Chairs,5,966.0,432.26
ORD-01881,2023-11-17,East,Technology,Accessories,5,3797.08,1142.84
ORD-00136,2023-11-18,West,Furniture,Chairs,4,1634.71,503.15
ORD-01395,2023-11-18,West,Furniture,Tables,5,975.73,310.99
ORD-01628,2023-11-18,Central,Furniture,Chairs,3,818.5,294.28
ORD-00405,2023-11-19,East,Office Supplies,Binders,6,101.97,45.02
ORD-01163,2023-11-19,West,Technology,Laptops,2,1535.51,367.68
ORD-01489,2023-11-19,Central,Technology,Phones,7,2491.89,636.91
ORD-00585,2023-11-20,East,Office Supplies,Paper,1,18.05,11.03
ORD-01051,2023-11-20,West,Technology,Accessories,5,1628.64,541.06
ORD-01440,2023-11-20,Central,Technology,Laptops,2,1794.4,497.68
ORD-01925,2023-11-20,Central,Furniture,Chairs,5,1067.27,365.53
ORD-00072,2023-11-21,West,Technology,Laptops,6,3205.22,958.6
ORD-00598,2023-11-21,West,Furniture,Bookcases,4,1296.66,474.94
ORD-01129,2023-11-21,East,Technology,Laptops,3,1625.17,402.04
ORD-01314,2023-11-21,Central,Furniture,Bookcases,9,3448.01,1118.58
ORD-01329,2023-11-21,West,Furniture,Tables,6,2402.64,946.52
ORD-00035,2023-11-22,East,Technology,Laptops,9,8025.6,2047.66
ORD-00582,2023-11-22,East,Office Supplies,Art Supplies,9,164.76,96.32
ORD-00936,2023-11-22,South,Furniture,Tables,2,486.69,157.89
ORD-00565,2023-11-23,East,Furniture,Bookcases,6,1263.66,407.95
ORD-01216,2023-11-23,East,Office Supplies,Binders,9,342.07,140.4
ORD-01861,2023-11-23,East,Office Supplies,Binders,8,289.61,143.77
ORD-01376,2023-11-24,East,Furniture,Tables,2,439.08,123.16
ORD-01897,2023-11-24,East,Technology,Phones,6,3062.68,815.05
ORD-01923,2023-11-24,Central,Technology,Accessories,5,3271.85,722.2
ORD-00163,2023-11-25,South,Technology,Accessories,9,3851.95,1354.22
ORD-00112,2023-11-26,West,Furniture,Chairs,2,739.94,281.1
ORD-00160,2023-11-26,East,Technology,Laptops,1,751.98,244.28
ORD-00616,2023-11-26,Central,Technology,Accessories,7,5947.24,1601.25
ORD-00715,2023-11-26,West,Office Supplies,Paper,8,184.35,74.8
ORD-01807,2023-11-26,East,Furniture,Chairs,9,3466.99,981.38
ORD-01955,2023-11-26,West,Office Supplies,Art Supplies,8,238.07,113.37
ORD-00007,2023-11-27,West,Technology,Laptops,7,3400.51,863.96
ORD-00934,2023-11-27,West,Technology,Phones,6,3565.74,762.86
ORD-00953,2023-11-27,Central,Office Supplies,Art Supplies,3,106.75,56.22
ORD-01008,2023-11-27,Central,Furniture,Bookcases,2,388.97,146.65
ORD-01188,2023-11-27,South,Office Supplies,Paper,9,142.46,60.22
ORD-01249,2023-11-27,South,Furniture,Chairs,4,1984.97,687.58
ORD-00361,2023-11-28,Central,Furniture,Bookcases,6,1762.56,598.44
ORD-00421,2023-11-28,East,Furniture,Tables,4,1008.01,419.04
ORD-00620,2023-11-28,Central,Technology,Phones,2,904.91,294.1
ORD-01080,2023-11-28,East,Technology,Laptops,3,1668.78,388.37
ORD-00379,2023-11-29,Central,Office Supplies,Paper,3,59.31,26.63
