OrderID,Date,Region,ProductCategory,Product,Quantity,UnitPrice,UnitCost,Revenue,Profit
ORD-00946,2023-07-29,East,Furniture,Bookshelf,7,498.49,313.68,3489.43,1293.67
ORD-00012,2023-07-30,West,Clothing,Backpack,5,57.86,27.92,289.3,149.7
ORD-02019,2023-07-30,East,Furniture,Office Chair,8,566.84,356.75,4534.72,1680.72
ORD-02097,2023-07-31,East,Office Supplies,Printer Paper,7,32.32,13.21,226.24,133.77
ORD-00400,2023-08-01,South,Electronics,Smartphone,1,1145.35,762.68,1145.35,382.67
ORD-01342,2023-08-01,West,Electronics,Headphones,1,485.4,318.1,485.4,167.3
ORD-01589,2023-08-01,South,Electronics,Smartphone,7,605.95,426.17,4241.65,1258.46
ORD-01895,2023-08-03,West,Electronics,Smartphone,1,852.87,600.28,852.87,252.59
ORD-01058,2023-08-05,East,Electronics,Smartphone,8,753.9,483.24,6031.2,2165.28
ORD-01277,2023-08-05,East,Office Supplies,Printer Paper,6,44.24,19.78,265.44,146.76
ORD-01389,2023-08-05,West,Electronics,Monitor,2,719.6,535.02,1439.2,369.16
ORD-02049,2023-08-06,South,Electronics,Smartphone,3,893.27,593.4,2679.81,899.61
ORD-00664,2023-08-07,East,Electronics,Smartphone,1,652.21,441.36,652.21,210.85
ORD-01570,2023-08-07,West,Office Supplies,Notebook,1,28.97,13.04,28.97,15.93
ORD-01592,2023-08-07,North,Office Supplies,Pen Set,6,36.55,16.89,219.3,117.96
ORD-02006,2023-08-07,North,Electronics,Laptop,5,725.41,538.53,3627.05,934.4
ORD-00051,2023-08-08,North,Electronics,Headphones,5,1064.2,791.23,5321.0,1364.85
ORD-00421,2023-08-08,West,Electronics,Headphones,3,962.52,627.62,2887.56,1004.7
ORD-00862,2023-08-08,South,Electronics,Smartphone,2,629.79,403.4,1259.58,452.78
ORD-00553,2023-08-09,North,Office Supplies,Notebook,2,21.3,9.59,42.6,23.42
ORD-01900,2023-08-09,South,Furniture,Cabinet,2,279.83,166.04,559.66,227.58
ORD-00387,2023-08-10,East,Clothing,Shoes,6,69.41,33.05,416.46,218.16
ORD-01625,2023-08-10,East,Electronics,Laptop,8,897.0,592.45,7176.0,2436.4
ORD-01975,2023-08-11,East,Furniture,Bookshelf,7,552.94,318.53,3870.58,1640.87
ORD-02491,2023-08-11,South,Office Supplies,Printer Paper,2,17.81,8.25,35.62,19.12
ORD-02506,2023-08-12,North,Clothing,T-Shirt,8,45.13,22.83,361.04,178.4
ORD-01825,2023-08-13,East,Office Supplies,Pen Set,7,32.42,14.48,226.94,125.58
ORD-00011,2023-08-14,East,Electronics,Headphones,6,441.63,325.12,2649.78,699.06
ORD-00569,2023-08-14,West,Electronics,Smartphone,7,797.71,586.85,5583.97,1476.02
ORD-00687,2023-08-15,East,Electronics,Monitor,8,494.59,359.6,3956.72,1079.92
ORD-02258,2023-08-15,West,Electronics,Laptop,2,735.63,522.39,1471.26,426.48
ORD-01706,2023-08-16,West,Office Supplies,Pen Set,6,21.96,10.63,131.76,67.98
ORD-00392,2023-08-17,West,Office Supplies,Printer Paper,7,48.75,19.75,341.25,203.0
ORD-01454,2023-08-17,North,Electronics,Monitor,4,842.31,520.3,3369.24,1288.04
ORD-01667,2023-08-17,South,Office Supplies,Printer Paper,8,21.41,10.4,171.28,88.08
ORD-00124,2023-08-19,North,Electronics,Smartphone,2,972.48,652.55,1944.96,639.86
ORD-00890,2023-08-19,East,Electronics,Laptop,3,1067.77,670.1,3203.31,1193.01
ORD-01427,2023-08-19,East,Clothing,Jacket,7,76.13,36.19,532.91,279.58
ORD-02175,2023-08-19,North,Furniture,Office Chair,1,557.99,309.81,557.99,248.18
ORD-02290,2023-08-19,North,Office Supplies,Pen Set,2,47.07,22.87,94.14,48.4
ORD-00908,2023-08-20,West,Furniture,Office Chair,5,392.43,250.95,1962.15,707.4
ORD-02239,2023-08-20,West,Electronics,Headphones,3,475.4,295.24,1426.2,540.48
ORD-00807,2023-08-21,West,Electronics,Smartphone,1,447.35,309.37,447.35,137.98
ORD-01457,2023-08-21,East,Electronics,Monitor,5,445.69,298.61,2228.45,735.4
ORD-01044,2023-08-22,West,Electronics,Headphones,2,795.35,512.36,1590.7,565.98
ORD-01433,2023-08-22,East,Electronics,Monitor,1,973.03,713.05,973.03,259.98
ORD-00020,2023-08-23,East,Furniture,Office Chair,2,224.89,134.56,449.78,180.66
ORD-00585,2023-08-23,East,Electronics,Headphones,7,998.14,658.8,6986.98,2375.38
ORD-01064,2023-08-23,North,Office Supplies,Pen Set,3,46.31,19.03,138.93,81.84
ORD-01288,2023-08-23,South,Furniture,Desk,2,409.69,270.12,819.38,279.14
ORD-01281,2023-08-24,East,Furniture,Office Chair,1,408.48,259.31,408.48,149.17
ORD-01709,2023-08-24,South,Furniture,Cabinet,5,353.92,218.22,1769.6,678.5
ORD-00455,2023-08-25,West,Furniture,Cabinet,3,417.36,242.89,1252.08,523.41
ORD-00667,2023-08-25,East,Furniture,Office Chair,6,235.21,138.69,1411.26,579.12
ORD-01321,2023-08-25,South,Electronics,Monitor,7,1036.27,747.13,7253.89,2023.98
ORD-01773,2023-08-25,North,Furniture,Desk,4,361.74,228.73,1446.96,532.04
ORD-01887,2023-08-25,West,Office Supplies,Printer Paper,1,48.77,20.59,48.77,28.18
ORD-02102,2023-08-25,North,Furniture,Bookshelf,8,319.32,209.7,2554.56,876.96
ORD-02518,2023-08-25,South,Office Supplies,Pen Set,2,45.85,19.58,91.7,52.54
ORD-00026,2023-08-26,West,Electronics,Laptop,7,465.61,312.25,3259.27,1073.52
ORD-00792,2023-08-26,North,Electronics,Laptop,2,1095.64,792.83,2191.28,605.62
ORD-01269,2023-08-26,North,Electronics,Smartphone,3,481.44,340.2,1444.32,423.72
ORD-00115,2023-08-27,West,Electronics,Smartphone,7,1063.94,691.1,7447.58,2609.88
ORD-00704,2023-08-27,West,Furniture,Desk,6,210.78,117.57,1264.68,559.26
ORD-01207,2023-08-27,North,Clothing,Jacket,4,99.66,56.64,398.64,172.08
ORD-02112,2023-08-27,West,Furniture,Cabinet,2,293.33,168.38,586.66,249.9
ORD-02459,2023-08-27,North,Electronics,Smartphone,1,782.6,523.43,782.6,259.17
ORD-00757,2023-08-28,North,Office Supplies,Printer Paper,5,39.78,18.04,198.9,108.7
ORD-00904,2023-08-28,North,Furniture,Cabinet,4,354.06,229.67,1416.24,497.56
ORD-01012,2023-08-28,North,Clothing,Backpack,6,52.62,27.55,315.72,150.42
ORD-01177,2023-08-28,East,Electronics,Headphones,7,926.63,687.39,6486.41,1674.68
ORD-00548,2023-08-29,East,Office Supplies,Pen Set,6,26.1,11.41,156.6,88.14
ORD-01020,2023-08-29,West,Office Supplies,Notebook,4,35.89,15.98,143.56,79.64
ORD-01228,2023-08-29,South,Electronics,Laptop,4,430.66,307.18,1722.64,493.92
ORD-02024,2023-08-29,West,Furniture,Office Chair,5,521.72,285.17,2608.6,1182.75
ORD-02270,2023-08-29,West,Electronics,Laptop,5,1145.64,827.8,5728.2,1589.2
ORD-00372,2023-08-30,West,Office Supplies,Notebook,5,42.97,20.07,214.85,114.5
ORD-01222,2023-08-30,East,Furniture,Desk,5,299.96,166.12,1499.8,669.2
ORD-02230,2023-08-30,East,Electronics,Headphones,8,840.53,623.35,6724.24,1737.44
ORD-00028,2023-08-31,East,Furniture,Cabinet,2,262.46,156.3,524.92,212.32
ORD-01337,2023-09-01,East,Clothing,Shoes,5,131.57,62.98,657.85,342.95
ORD-01649,2023-09-01,South,Furniture,Office Chair,5,230.95,142.44,1154.75,442.55
ORD-00545,2023-09-02,East,Furniture,Bookshelf,4,329.14,204.25,1316.56,499.56
ORD-00804,2023-09-02,North,Clothing,Backpack,3,48.9,26.65,146.7,66.75
ORD-01820,2023-09-02,West,Electronics,Laptop,5,900.78,669.88,4503.9,1154.5
ORD-01919,2023-09-02,East,Electronics,Headphones,6,853.66,548.89,5121.96,1828.62
ORD-00762,2023-09-03,North,Electronics,Headphones,3,401.08,251.55,1203.24,448.59
ORD-01137,2023-09-03,East,Clothing,Backpack,2,97.75,53.21,195.5,89.08
ORD-01560,2023-09-03,West,Electronics,Monitor,4,624.14,464.38,2496.56,639.04
ORD-01897,2023-09-03,East,Furniture,Desk,3,538.47,309.73,1615.41,686.22
ORD-02455,2023-09-03,East,Furniture,Bookshelf,2,443.46,278.38,886.92,330.16
ORD-00715,2023-09-04,East,Electronics,Headphones,6,988.29,620.13,5929.74,2208.96
ORD-01072,2023-09-04,East,Office Supplies,Notebook,1,31.74,13.86,31.74,17.88
ORD-01135,2023-09-04,West,Clothing,T-Shirt,7,46.11,25.28,322.77,145.81
ORD-02344,2023-09-04,North,Electronics,Monitor,4,654.06,413.24,2616.24,963.28
ORD-00291,2023-09-05,East,Electronics,Monitor,4,1050.76,656.28,4203.04,1577.92
ORD-01655,2023-09-05,North,Electronics,Laptop,8,890.95,597.04,7127.6,2351.28
ORD-00658,2023-09-06,East,Furniture,Desk,8,473.96,297.09,3791.68,1414.96
ORD-01245,2023-09-06,East,Furniture,Office Chair,5,469.48,292.29,2347.4,885.95
ORD-02540,2023-09-06,East,Electronics,Smartphone,8,665.34,470.44,5322.72,1559.2
ORD-00299,2023-09-07,North,Clothing,Backpack,6,86.47,47.06,518.82,236.46
ORD-01128,2023-09-07,West,Furniture,Cabinet,6,407.86,243.78,2447.16,984.48
ORD-01291,2023-09-07,West,Electronics,Monitor,2,897.23,566.24,1794.46,661.98
ORD-01621,2023-09-07,East,Clothing,Shoes,6,58.35,27.38,350.1,185.82
ORD-02330,2023-09-07,West,Electronics,Smartphone,7,1056.34,672.96,7394.38,2683.66
ORD-02597,2023-09-07,North,Electronics,Monitor,6,885.04,566.83,5310.24,1909.26
ORD-01552,2023-09-08,West,Electronics,Headphones,8,841.38,554.84,6731.04,2292.32
ORD-00923,2023-09-09,North,Office Supplies,Notebook,3,23.48,10.39,70.44,39.27
ORD-01191,2023-09-09,North,Electronics,Monitor,7,454.94,294.15,3184.58,1125.53
ORD-01744,2023-09-09,East,Electronics,Laptop,5,654.98,467.82,3274.9,935.8
ORD-00588,2023-09-10,West,Electronics,Laptop,2,782.47,515.05,1564.94,534.84
ORD-02093,2023-09-10,North,Clothing,T-Shirt,4,94.27,48.76,377.08,182.04
ORD-00352,2023-09-11,South,Electronics,Laptop,6,994.99,641.0,5969.94,2123.94
ORD-00768,2023-09-11,West,Furniture,Bookshelf,6,548.05,325.46,3288.3,1335.54
ORD-01294,2023-09-11,South,Office Supplies,Printer Paper,1,41.7,17.81,41.7,23.89
ORD-01528,2023-09-11,East,Office Supplies,Pen Set,5,27.89,13.23,139.45,73.3
ORD-02431,2023-09-11,North,Clothing,Backpack,3,90.09,48.67,270.27,124.26
ORD-00099,2023-09-12,East,Electronics,Laptop,8,512.1,341.86,4096.8,1361.92
ORD-00446,2023-09-12,North,Furniture,Cabinet,3,206.39,118.27,619.17,264.36
ORD-01355,2023-09-12,North,Office Supplies,Pen Set,3,25.87,10.87,77.61,45.0
ORD-01636,2023-09-12,West,Electronics,Headphones,3,878.22,550.78,2634.66,982.32
ORD-02236,2023-09-13,West,Furniture,Cabinet,8,391.15,234.97,3129.2,1249.44
ORD-02306,2023-09-13,West,Office Supplies,Stapler,3,37.43,18.12,112.29,57.93
ORD-02488,2023-09-13,West,Clothing,Shoes,5,49.74,26.73,248.7,115.05
ORD-02563,2023-09-13,East,Electronics,Headphones,7,570.95,384.42,3996.65,1305.71
ORD-02473,2023-09-14,East,Office Supplies,Printer Paper,2,34.74,15.61,69.48,38.26
ORD-00350,2023-09-15,West,Clothing,Jacket,4,113.4,58.28,453.6,220.48
ORD-00900,2023-09-15,North,Office Supplies,Pen Set,1,48.2,22.67,48.2,25.53
ORD-01515,2023-09-15,East,Furniture,Cabinet,4,401.51,231.9,1606.04,678.44
ORD-01279,2023-09-16,East,Electronics,Headphones,2,411.88,267.88,823.76,288.0
ORD-01871,2023-09-16,North,Furniture,Desk,7,274.74,161.47,1923.18,792.89
ORD-01949,2023-09-16,North,Furniture,Cabinet,3,404.52,236.35,1213.56,504.51
ORD-00310,2023-09-17,South,Office Supplies,Notebook,1,47.02,21.43,47.02,25.59
ORD-00612,2023-09-17,West,Clothing,Shoes,8,112.31,58.65,898.48,429.28
ORD-00722,2023-09-17,East,Clothing,Shoes,4,85.67,48.56,342.68,148.44
ORD-00730,2023-09-17,South,Office Supplies,Stapler,6,22.55,9.76,135.3,76.74
ORD-00857,2023-09-17,North,Electronics,Headphones,5,1032.19,633.51,5160.95,1993.4
ORD-01442,2023-09-17,West,Electronics,Laptop,7,436.58,317.93,3056.06,830.55
ORD-00265,2023-09-18,North,Electronics,Monitor,1,895.66,635.68,895.66,259.98
ORD-00626,2023-09-18,North,Electronics,Laptop,1,508.68,378.4,508.68,130.28
ORD-01276,2023-09-18,East,Electronics,Smartphone,1,969.65,646.23,969.65,323.42
ORD-00474,2023-09-19,North,Electronics,Smartphone,2,771.87,552.54,1543.74,438.66
ORD-00796,2023-09-19,North,Electronics,Headphones,1,821.66,551.87,821.66,269.79
ORD-01027,2023-09-19,North,Electronics,Smartphone,1,748.64,519.21,748.64,229.43
ORD-01039,2023-09-19,North,Furniture,Bookshelf,4,390.63,212.98,1562.52,710.6
ORD-01167,2023-09-19,South,Furniture,Desk,7,382.09,238.61,2674.63,1004.36
ORD-01196,2023-09-19,East,Clothing,T-Shirt,2,79.08,37.87,158.16,82.42
ORD-01225,2023-09-19,East,Electronics,Laptop,1,870.84,543.72,870.84,327.12
ORD-01508,2023-09-19,East,Electronics,Monitor,4,683.73,458.38,2734.92,901.4
ORD-01539,2023-09-19,East,Furniture,Office Chair,8,523.46,340.93,4187.68,1460.24
ORD-01792,2023-09-19,North,Furniture,Desk,4,438.24,266.89,1752.96,685.4
ORD-00093,2023-09-20,South,Furniture,Desk,2,436.94,275.42,873.88,323.04
ORD-00132,2023-09-20,West,Office Supplies,Printer Paper,5,47.4,22.38,237.0,125.1
ORD-01179,2023-09-20,North,Electronics,Laptop,4,480.97,302.34,1923.88,714.52
ORD-01591,2023-09-20,West,Office Supplies,Notebook,6,20.06,8.53,120.36,69.18
ORD-01144,2023-09-21,West,Furniture,Cabinet,1,378.31,238.81,378.31,139.5
ORD-02267,2023-09-21,South,Furniture,Cabinet,2,390.25,236.23,780.5,308.04
ORD-02549,2023-09-21,West,Electronics,Headphones,3,1074.12,695.9,3222.36,1134.66
ORD-00378,2023-09-22,East,Furniture,Desk,6,566.14,316.27,3396.84,1499.22
ORD-02555,2023-09-22,West,Electronics,Laptop,1,505.74,351.53,505.74,154.21
ORD-00075,2023-09-23,South,Furniture,Office Chair,1,372.6,234.69,372.6,137.91
ORD-00085,2023-09-23,West,Office Supplies,Pen Set,6,28.1,12.63,168.6,92.82
ORD-00254,2023-09-23,East,Clothing,Shoes,8,114.41,61.93,915.28,419.84
ORD-00878,2023-09-23,North,Furniture,Bookshelf,7,482.42,306.88,3376.94,1228.78
ORD-01921,2023-09-23,West,Office Supplies,Stapler,3,42.62,20.68,127.86,65.82
ORD-01946,2023-09-23,South,Electronics,Headphones,2,519.97,322.94,1039.94,394.06
ORD-02072,2023-09-23,East,Electronics,Laptop,8,543.09,354.2,4344.72,1511.12
ORD-02354,2023-09-23,East,Office Supplies,Notebook,4,25.59,11.35,102.36,56.96
ORD-02498,2023-09-23,East,Office Supplies,Notebook,2,44.19,21.13,88.38,46.12
ORD-00810,2023-09-24,East,Furniture,Cabinet,5,257.74,149.81,1288.7,539.65
ORD-02386,2023-09-24,West,Furniture,Desk,3,359.33,201.67,1077.99,472.98
ORD-00240,2023-09-25,West,Clothing,Backpack,2,70.72,33.16,141.44,75.12
ORD-01821,2023-09-25,East,Electronics,Monitor,7,658.49,468.63,4609.43,1329.02
ORD-02440,2023-09-25,North,Clothing,Backpack,8,75.07,41.98,600.56,264.72
ORD-01435,2023-09-26,East,Furniture,Desk,7,575.27,319.6,4026.89,1789.69
ORD-00833,2023-09-27,South,Furniture,Desk,3,465.34,267.21,1396.02,594.39
ORD-01344,2023-09-27,East,Electronics,Headphones,2,948.69,702.69,1897.38,492.0
ORD-01526,2023-09-27,South,Furniture,Bookshelf,5,333.03,210.49,1665.15,612.7
ORD-01931,2023-09-27,East,Electronics,Headphones,4,1113.72,735.15,4454.88,1514.28
ORD-02201,2023-09-27,North,Electronics,Headphones,2,528.31,350.84,1056.62,354.94
ORD-00032,2023-09-28,North,Office Supplies,Pen Set,1,22.0,9.5,22.0,12.5
ORD-00039,2023-09-28,West,Furniture,Bookshelf,1,426.88,281.09,426.88,145.79
ORD-00196,2023-09-28,North,Electronics,Smartphone,4,1038.22,648.34,4152.88,1559.52
ORD-01229,2023-09-28,East,Furniture,Cabinet,6,262.98,171.94,1577.88,546.24
ORD-01477,2023-09-28,West,Office Supplies,Stapler,4,18.21,8.92,72.84,37.16
ORD-01770,2023-09-28,East,Clothing,Shoes,4,54.76,26.31,219.04,113.8
ORD-02346,2023-09-28,West,Office Supplies,Pen Set,2,39.72,18.31,79.44,42.82
ORD-00210,2023-09-29,South,Electronics,Headphones,7,603.11,434.67,4221.77,1179.08
ORD-00982,2023-09-29,East,Electronics,Monitor,3,671.3,471.55,2013.9,599.25
ORD-01876,2023-09-29,East,Electronics,Monitor,6,814.78,540.01,4888.68,1648.62
ORD-00928,2023-09-30,West,Electronics,Smartphone,5,858.06,641.27,4290.3,1083.95
ORD-01479,2023-09-30,West,Electronics,Smartphone,2,615.01,453.14,1230.02,323.74
ORD-01603,2023-09-30,West,Electronics,Monitor,2,901.83,635.73,1803.66,532.2
ORD-00172,2023-10-01,West,Clothing,T-Shirt,6,117.12,62.34,702.72,328.68
ORD-01210,2023-10-01,West,Electronics,Laptop,4,965.66,665.69,3862.64,1199.88
ORD-01474,2023-10-01,West,Electronics,Smartphone,2,954.49,660.68,1908.98,587.62
ORD-00100,2023-10-02,East,Office Supplies,Pen Set,5,19.19,8.18,95.95,55.05
ORD-00203,2023-10-02,East,Electronics,Monitor,6,536.1,376.81,3216.6,955.74
ORD-00953,2023-10-02,West,Clothing,Backpack,5,72.04,41.09,360.2,154.75
ORD-01161,2023-10-02,East,Electronics,Smartphone,6,970.8,609.46,5824.8,2168.04
ORD-01496,2023-10-02,West,Clothing,Backpack,5,50.47,27.67,252.35,114.0
ORD-01502,2023-10-02,East,Electronics,Monitor,1,558.18,397.28,558.18,160.9
ORD-02588,2023-10-02,East,Furniture,Desk,5,421.73,245.57,2108.65,880.8
ORD-01241,2023-10-03,North,Clothing,Shoes,1,128.45,63.73,128.45,64.72
ORD-02098,2023-10-03,South,Electronics,Headphones,5,1127.99,747.65,5639.95,1901.7
ORD-02100,2023-10-04,South,Clothing,Jacket,5,105.18,54.36,525.9,254.1
ORD-00298,2023-10-05,East,Electronics,Smartphone,6,779.46,546.42,4676.76,1398.24
ORD-00429,2023-10-05,East,Clothing,Jacket,3,75.76,42.45,227.28,99.93
ORD-00434,2023-10-05,North,Furniture,Desk,5,229.24,129.48,1146.2,498.8
ORD-00776,2023-10-05,North,Electronics,Monitor,7,1109.7,720.85,7767.9,2721.95
ORD-01075,2023-10-05,West,Furniture,Office Chair,2,493.78,321.55,987.56,344.46
ORD-01483,2023-10-05,East,Office Supplies,Printer Paper,5,31.73,14.09,158.65,88.2
ORD-01842,2023-10-05,East,Clothing,Shoes,1,67.34,34.15,67.34,33.19
ORD-00820,2023-10-06,North,Office Supplies,Stapler,6,43.27,17.84,259.62,152.58
ORD-00462,2023-10-07,East,Electronics,Headphones,5,889.66,648.71,4448.3,1204.75
ORD-01582,2023-10-07,East,Electronics,Laptop,3,804.39,535.63,2413.17,806.28
ORD-01843,2023-10-07,East,Electronics,Laptop,2,898.28,642.88,1796.56,510.8
ORD-00322,2023-10-08,North,Electronics,Smartphone,4,952.3,647.02,3809.2,1221.12
ORD-02296,2023-10-08,West,Office Supplies,Printer Paper,8,48.19,21.73,385.52,211.68
ORD-00484,2023-10-09,North,Office Supplies,Notebook,7,37.73,17.66,264.11,140.49
ORD-01025,2023-10-09,West,Electronics,Smartphone,7,955.56,714.61,6688.92,1686.65
ORD-01187,2023-10-09,South,Furniture,Bookshelf,8,445.12,264.13,3560.96,1447.92
ORD-01400,2023-10-09,East,Clothing,Jacket,4,117.51,62.62,470.04,219.56
ORD-02469,2023-10-09,East,Clothing,Backpack,4,133.17,71.81,532.68,245.44
ORD-01572,2023-10-10,East,Electronics,Smartphone,7,722.05,469.88,5054.35,1765.19
ORD-01240,2023-10-11,East,Office Supplies,Printer Paper,4,22.55,9.23,90.2,53.28
ORD-01797,2023-10-11,North,Electronics,Smartphone,7,517.34,324.95,3621.38,1346.73
ORD-01908,2023-10-11,North,Electronics,Smartphone,4,1061.26,765.13,4245.04,1184.52
ORD-02126,2023-10-11,West,Office Supplies,Pen Set,4,43.02,18.75,172.08,97.08
ORD-00098,2023-10-12,North,Furniture,Office Chair,4,555.87,314.03,2223.48,967.36
ORD-00142,2023-10-12,West,Electronics,Smartphone,7,693.14,459.18,4851.98,1637.72
ORD-00662,2023-10-12,East,Furniture,Desk,3,317.5,198.03,952.5,358.41
ORD-01003,2023-10-12,West,Electronics,Laptop,7,1007.14,635.84,7049.98,2599.1
ORD-01203,2023-10-12,South,Clothing,Backpack,2,114.35,63.57,228.7,101.56
ORD-01392,2023-10-12,East,Clothing,Backpack,7,94.12,47.73,658.84,324.73
ORD-00089,2023-10-13,West,Furniture,Bookshelf,6,355.39,223.72,2132.34,790.02
ORD-02195,2023-10-13,North,Clothing,Jacket,8,128.37,61.59,1026.96,534.24
ORD-02256,2023-10-13,South,Electronics,Laptop,3,592.3,368.52,1776.9,671.34
ORD-00187,2023-10-15,West,Office Supplies,Stapler,2,39.32,18.86,78.64,40.92
ORD-00616,2023-10-15,East,Electronics,Smartphone,1,492.4,357.5,492.4,134.9
ORD-01117,2023-10-15,North,Office Supplies,Printer Paper,5,18.81,8.25,94.05,52.8
ORD-01564,2023-10-15,North,Office Supplies,Pen Set,3,30.11,13.44,90.33,50.01
ORD-02538,2023-10-15,North,Furniture,Cabinet,8,306.33,181.88,2450.64,995.6
ORD-00179,2023-10-16,West,Electronics,Headphones,2,449.85,328.18,899.7,243.34
ORD-00449,2023-10-16,South,Clothing,Jacket,5,132.52,65.16,662.6,336.8
ORD-01053,2023-10-16,South,Office Supplies,Stapler,5,32.58,14.96,162.9,88.1
ORD-01124,2023-10-17,North,Electronics,Smartphone,8,862.56,563.44,6900.48,2392.96
ORD-01514,2023-10-17,East,Electronics,Headphones,1,927.42,643.1,927.42,284.32
ORD-01533,2023-10-17,West,Furniture,Desk,5,558.86,365.19,2794.3,968.35
ORD-02319,2023-10-17,West,Furniture,Office Chair,6,317.69,193.98,1906.14,742.26
ORD-02442,2023-10-17,West,Electronics,Smartphone,3,716.88,517.13,2150.64,599.25
ORD-01081,2023-10-18,East,Office Supplies,Pen Set,1,23.84,10.62,23.84,13.22
ORD-01468,2023-10-18,East,Furniture,Desk,4,413.19,254.49,1652.76,634.8
ORD-01940,2023-10-18,West,Electronics,Headphones,8,1090.79,723.85,8726.32,2935.52
ORD-00209,2023-10-19,East,Electronics,Monitor,4,587.58,419.8,2350.32,671.12
ORD-01283,2023-10-19,West,Electronics,Smartphone,7,938.07,586.52,6566.49,2460.85
ORD-01958,2023-10-19,East,Electronics,Monitor,8,994.56,710.16,7956.48,2275.2
ORD-00255,2023-10-20,West,Clothing,Shoes,7,70.9,37.41,496.3,234.43
ORD-00912,2023-10-20,West,Office Supplies,Notebook,6,46.35,22.68,278.1,142.02
ORD-01074,2023-10-20,West,Electronics,Smartphone,2,597.19,371.64,1194.38,451.1
ORD-00397,2023-10-21,East,Electronics,Smartphone,2,496.17,355.62,992.34,281.1
ORD-00236,2023-10-22,West,Electronics,Smartphone,7,499.88,309.37,3499.16,1333.57
ORD-00336,2023-10-22,East,Office Supplies,Printer Paper,2,17.56,7.65,35.12,19.82
ORD-01632,2023-10-22,North,Electronics,Laptop,2,734.68,497.19,1469.36,474.98
ORD-01891,2023-10-22,East,Office Supplies,Pen Set,7,42.1,19.97,294.7,154.91
ORD-00261,2023-10-23,North,Clothing,Jacket,1,103.71,51.04,103.71,52.67
ORD-00728,2023-10-23,East,Electronics,Headphones,5,992.77,698.19,4963.85,1472.9
ORD-01756,2023-10-23,West,Electronics,Monitor,8,705.31,467.82,5642.48,1899.92
ORD-02295,2023-10-23,North,Office Supplies,Stapler,2,45.1,19.81,90.2,50.58
ORD-02543,2023-10-23,East,Electronics,Monitor,6,950.83,605.09,5704.98,2074.44
ORD-00181,2023-10-24,West,Electronics,Laptop,6,741.41,535.51,4448.46,1235.4
ORD-00795,2023-10-24,South,Electronics,Laptop,2,852.61,560.7,1705.22,583.82
ORD-01358,2023-10-24,North,Electronics,Headphones,6,987.64,699.99,5925.84,1725.9
ORD-01516,2023-10-24,North,Furniture,Office Chair,2,545.75,322.58,1091.5,446.34
ORD-01689,2023-10-24,West,Furniture,Bookshelf,7,264.1,170.17,1848.7,657.51
ORD-01732,2023-10-24,North,Office Supplies,Stapler,8,20.05,9.78,160.4,82.16
ORD-00640,2023-10-25,West,Clothing,T-Shirt,5,51.2,24.79,256.0,132.05
ORD-01306,2023-10-25,South,Clothing,Shoes,3,46.28,25.97,138.84,60.93
ORD-01531,2023-10-25,South,Electronics,Monitor,5,721.82,488.06,3609.1,1168.8
ORD-02441,2023-10-25,West,Electronics,Smartphone,7,852.87,590.81,5970.09,1834.42
ORD-00126,2023-10-26,East,Electronics,Monitor,3,503.54,344.54,1510.62,477.0
ORD-01219,2023-10-26,North,Clothing,Backpack,1,56.83,32.26,56.83,24.57
ORD-01243,2023-10-26,South,Clothing,Shoes,5,109.99,56.15,549.95,269.2
ORD-01244,2023-10-26,East,Office Supplies,Notebook,3,24.17,11.89,72.51,36.84
ORD-02351,2023-10-26,West,Office Supplies,Notebook,4,37.77,16.08,151.08,86.76
ORD-00738,2023-10-27,North,Office Supplies,Pen Set,4,30.27,13.39,121.08,67.52
ORD-01084,2023-10-27,East,Office Supplies,Stapler,6,21.96,10.78,131.76,67.08
ORD-01840,2023-10-27,North,Furniture,Desk,8,492.93,322.77,3943.44,1361.28
ORD-00148,2023-10-28,East,Clothing,Jacket,3,69.95,39.9,209.85,90.15
ORD-01067,2023-10-28,East,Office Supplies,Stapler,8,45.41,22.35,363.28,184.48
ORD-01666,2023-10-28,East,Electronics,Smartphone,5,547.33,347.12,2736.65,1001.05
ORD-01686,2023-10-28,South,Office Supplies,Notebook,7,42.33,17.65,296.31,172.76
ORD-00492,2023-10-29,South,Clothing,Shoes,6,124.06,59.26,744.36,388.8
ORD-00945,2023-10-29,East,Furniture,Cabinet,3,316.77,198.86,950.31,353.73
ORD-00629,2023-10-30,South,Clothing,Jacket,8,68.99,35.1,551.92,271.12
ORD-01738,2023-10-30,West,Clothing,Backpack,6,57.98,30.39,347.88,165.54
ORD-01968,2023-10-30,North,Office Supplies,Notebook,4,21.64,10.25,86.56,45.56
ORD-02558,2023-10-30,East,Office Supplies,Pen Set,7,49.19,22.38,344.33,187.67
ORD-01543,2023-10-31,North,Clothing,T-Shirt,6,126.52,66.93,759.12,357.54
ORD-00727,2023-11-01,South,Electronics,Headphones,4,407.53,291.45,1630.12,464.32
ORD-01230,2023-11-01,East,Office Supplies,Stapler,6,27.93,13.18,167.58,88.5
ORD-01426,2023-11-01,North,Electronics,Headphones,1,1110.86,780.06,1110.86,330.8
ORD-02274,2023-11-01,South,Office Supplies,Stapler,8,37.19,15.59,297.52,172.8
ORD-02301,2023-11-01,West,Electronics,Monitor,7,843.21,614.55,5902.47,1600.62
ORD-02434,2023-11-01,East,Electronics,Headphones,4,1036.18,644.41,4144.72,1567.08
