order_id,order_date,month,region,category,segment,customer_id,units,unit_price,discount_pct,revenue,cost,profit,margin_pct,is_new_customer
ORD-1688,2025-04-12,4,West,Electronics,Regular,C0531,1,183.73,6.7,171.42,135.96,35.46,20.7,1
ORD-1689,2025-04-12,4,South,Apparel,Regular,C0058,1,48.06,22.7,37.15,26.43,10.72,28.9,0
ORD-1690,2025-04-12,4,West,Electronics,Regular,C0629,4,463.01,7.6,1711.28,1370.51,340.77,19.9,0
ORD-1691,2025-04-12,4,North,Electronics,Regular,C0062,3,255.51,11.8,676.08,567.23,108.85,16.1,0
ORD-1692,2025-04-12,4,South,Home,Regular,C0058,2,192.2,11.3,340.96,238.33,102.63,30.1,0
ORD-1693,2025-04-12,4,North,Electronics,Regular,C0272,3,325.39,7.9,899.05,722.37,176.68,19.7,0
ORD-1694,2025-04-12,4,East,Sports,Basic,C0118,1,151,11.2,134.09,90.6,43.49,32.4,0
ORD-1695,2025-04-12,4,West,Electronics,Basic,C0439,1,230.86,11.4,204.54,170.84,33.7,16.5,1
ORD-1696,2025-04-12,4,East,Apparel,Regular,C0554,2,36.91,12.2,64.81,40.6,24.21,37.4,1
ORD-1697,2025-04-12,4,East,Electronics,Basic,C0845,1,392.67,11.9,345.94,290.58,55.36,16,0
ORD-1698,2025-04-12,4,North,Apparel,Regular,C0580,4,111.51,17.8,366.64,245.32,121.32,33.1,0
ORD-1699,2025-04-13,4,East,Sports,Regular,C0032,4,51.11,9.2,185.63,122.66,62.97,33.9,0
ORD-1700,2025-04-13,4,South,Apparel,Regular,C0859,2,72.1,20,115.36,79.31,36.05,31.3,0
ORD-1701,2025-04-13,4,South,Grocery,Basic,C0214,2,15.04,12.4,26.35,24.06,2.29,8.7,1
ORD-1702,2025-04-13,4,East,Apparel,Basic,C0310,1,51.01,17.3,42.19,28.06,14.13,33.5,0
ORD-1703,2025-04-13,4,North,Home,Regular,C0865,1,113.1,11,100.66,70.12,30.54,30.3,1
ORD-1704,2025-04-13,4,South,Home,Basic,C0647,3,49.82,13.6,129.13,92.67,36.46,28.2,0
ORD-1705,2025-04-13,4,South,Home,Basic,C0009,2,88.45,15.8,148.95,109.68,39.27,26.4,1
ORD-1706,2025-04-13,4,South,Electronics,Basic,C0670,1,228.98,14.6,195.55,169.45,26.1,13.3,1
ORD-1707,2025-04-13,4,South,Sports,Regular,C0040,3,106.11,16.3,266.44,191,75.44,28.3,0
ORD-1708,2025-04-13,4,North,Electronics,Basic,C0106,3,402.31,6.8,1124.86,893.13,231.73,20.6,1
ORD-1709,2025-04-13,4,North,Home,Premium,C0181,6,239.04,3.3,1386.91,889.23,497.68,35.9,1
ORD-1710,2025-04-14,4,North,Apparel,Regular,C0229,3,56.31,16.5,141.06,92.91,48.15,34.1,1
ORD-1711,2025-04-14,4,North,Grocery,Basic,C0237,3,15.82,6.2,44.52,37.97,6.55,14.7,1
ORD-1712,2025-04-14,4,West,Home,Regular,C0218,3,69.69,10.4,187.33,129.62,57.71,30.8,1
ORD-1713,2025-04-14,4,West,Electronics,Regular,C0353,2,408.74,11.3,725.1,604.94,120.16,16.6,0
ORD-1714,2025-04-14,4,East,Home,Regular,C0849,4,80.05,6.2,300.35,198.52,101.83,33.9,0
ORD-1715,2025-04-14,4,South,Apparel,Regular,C0109,1,98.3,22.2,76.48,54.07,22.41,29.3,1
ORD-1716,2025-04-14,4,East,Electronics,Regular,C0094,4,324.15,7.2,1203.24,959.48,243.76,20.3,1
ORD-1717,2025-04-14,4,North,Apparel,Basic,C0796,2,56.58,16.6,94.38,62.24,32.14,34.1,0
ORD-1718,2025-04-14,4,North,Grocery,Premium,C0220,8,37.15,5,282.34,237.76,44.58,15.8,0
ORD-1719,2025-04-14,4,North,Apparel,Regular,C0402,3,138.71,17.7,342.47,228.87,113.6,33.2,1
ORD-1720,2025-04-14,4,West,Sports,Premium,C0756,2,70.07,4.4,133.97,84.08,49.89,37.2,0
ORD-1721,2025-04-14,4,South,Home,Regular,C0297,1,179.45,16.9,149.12,111.26,37.86,25.4,1
ORD-1722,2025-04-14,4,South,Sports,Regular,C0731,1,158.83,11.8,140.09,95.3,44.79,32,1
ORD-1723,2025-04-15,4,North,Apparel,Regular,C0617,2,41.63,16.4,69.61,45.79,23.82,34.2,1
ORD-1724,2025-04-15,4,East,Sports,Regular,C0772,2,89.86,10,161.75,107.83,53.92,33.3,1
ORD-1725,2025-04-15,4,East,Sports,Premium,C0595,8,178.37,5.1,1354.19,856.18,498.01,36.8,1
ORD-1726,2025-04-15,4,West,Electronics,Basic,C0704,1,450.89,10.9,401.74,333.66,68.08,16.9,1
ORD-1727,2025-04-15,4,East,Home,Regular,C0643,3,66.4,11.8,175.69,123.5,52.19,29.7,1
ORD-1728,2025-04-15,4,South,Electronics,Regular,C0609,2,375.5,15.4,635.35,555.74,79.61,12.5,1
ORD-1729,2025-04-15,4,East,Electronics,Regular,C0742,3,333.15,8.9,910.5,739.59,170.91,18.8,1
ORD-1730,2025-04-15,4,North,Sports,Regular,C0026,3,156.84,10.7,420.17,282.31,137.86,32.8,1
ORD-1731,2025-04-16,4,North,Home,Basic,C0041,3,56.37,10.2,151.86,104.85,47.01,31,0
ORD-1732,2025-04-16,4,East,Sports,Premium,C0316,3,167.75,1.6,495.2,301.95,193.25,39,0
ORD-1733,2025-04-16,4,South,Home,Regular,C0635,2,154.28,16,259.19,191.31,67.88,26.2,0
ORD-1734,2025-04-16,4,East,Home,Regular,C0532,4,66.34,8.3,243.34,164.52,78.82,32.4,0
ORD-1735,2025-04-16,4,East,Home,Basic,C0736,2,190.9,11.9,336.37,236.72,99.65,29.6,0
ORD-1736,2025-04-16,4,North,Home,Premium,C0717,4,97.94,4,376.09,242.89,133.2,35.4,1
ORD-1737,2025-04-17,4,North,Electronics,Regular,C0468,3,336.89,7.9,930.83,747.9,182.93,19.7,0
ORD-1738,2025-04-17,4,East,Sports,Basic,C0104,3,45.44,9.3,123.64,81.79,41.85,33.8,1
ORD-1739,2025-04-17,4,South,Apparel,Regular,C0260,1,109.74,19.8,88.01,60.36,27.65,31.4,0
ORD-1740,2025-04-17,4,South,Apparel,Premium,C0673,3,142.3,12.4,373.96,234.8,139.16,37.2,0
ORD-1741,2025-04-17,4,East,Home,Basic,C0819,2,40.1,11.8,70.74,49.72,21.02,29.7,1
ORD-1742,2025-04-17,4,East,Apparel,Basic,C0889,1,84.86,13.1,73.74,46.67,27.07,36.7,0
ORD-1743,2025-04-17,4,North,Grocery,Regular,C0838,2,24.14,12,42.49,38.62,3.87,9.1,0
ORD-1744,2025-04-17,4,West,Electronics,Premium,C0093,5,325.83,5.8,1534.66,1205.57,329.09,21.4,0
ORD-1745,2025-04-17,4,West,Home,Regular,C0124,3,96.95,10.7,259.73,180.33,79.4,30.6,0
ORD-1746,2025-04-18,4,East,Apparel,Basic,C0746,1,124.6,13.3,108.03,68.53,39.5,36.6,0
ORD-1747,2025-04-18,4,South,Apparel,Regular,C0341,4,110.14,17.5,363.46,242.31,121.15,33.3,0
ORD-1748,2025-04-18,4,South,Electronics,Regular,C0265,1,230.4,11.8,203.21,170.5,32.71,16.1,1
ORD-1749,2025-04-18,4,East,Home,Basic,C0299,3,77.31,8.2,212.91,143.8,69.11,32.5,0
ORD-1750,2025-04-18,4,South,Electronics,Basic,C0735,1,443.79,14.5,379.44,328.4,51.04,13.5,0
ORD-1751,2025-04-18,4,East,Electronics,Premium,C0007,3,506.81,6.8,1417.04,1125.12,291.92,20.6,1
ORD-1752,2025-04-18,4,North,Electronics,Premium,C0336,4,450.59,2.7,1753.7,1333.75,419.95,23.9,1
ORD-1753,2025-04-18,4,South,Grocery,Premium,C0226,5,49.22,11.6,217.55,196.88,20.67,9.5,1
ORD-1754,2025-04-18,4,North,Grocery,Basic,C0333,1,46.91,7.3,43.49,37.53,5.96,13.7,0
ORD-1755,2025-04-19,4,North,Apparel,Basic,C0420,2,94.41,15.1,160.31,103.85,56.46,35.2,0
ORD-1756,2025-04-19,4,West,Apparel,Basic,C0359,2,118.22,14.5,202.16,130.04,72.12,35.7,0
ORD-1757,2025-04-19,4,West,Sports,Regular,C0543,4,178.75,8.7,652.8,429,223.8,34.3,0
ORD-1758,2025-04-19,4,South,Apparel,Regular,C0392,4,70.12,18.6,228.31,154.26,74.05,32.4,0
ORD-1759,2025-04-19,4,West,Apparel,Basic,C0837,2,72.3,16.6,120.6,79.53,41.07,34.1,0
ORD-1760,2025-04-19,4,South,Apparel,Premium,C0882,2,172.96,17.6,285.04,190.26,94.78,33.3,0
ORD-1761,2025-04-19,4,East,Electronics,Regular,C0187,3,483.48,7.7,1338.76,1073.33,265.43,19.8,0
ORD-1762,2025-04-20,4,North,Electronics,Regular,C0804,1,419.05,10.6,374.63,310.1,64.53,17.2,0
ORD-1763,2025-04-20,4,South,Apparel,Premium,C0680,6,145.39,17,724.04,479.79,244.25,33.7,1
ORD-1764,2025-04-20,4,South,Apparel,Premium,C0586,8,83.31,17.3,551.18,366.56,184.62,33.5,0
ORD-1765,2025-04-20,4,South,Apparel,Premium,C0251,5,67.31,17.1,279,185.1,93.9,33.7,1
ORD-1766,2025-04-20,4,South,Electronics,Basic,C0171,3,194.39,11.7,514.94,431.55,83.39,16.2,1
ORD-1767,2025-04-20,4,North,Grocery,Regular,C0777,3,57,10,153.9,136.8,17.1,11.1,1
ORD-1768,2025-04-20,4,East,Sports,Regular,C0824,3,107.06,9.6,290.35,192.71,97.64,33.6,1
ORD-1769,2025-04-20,4,East,Apparel,Basic,C0575,2,62.43,16.5,104.26,68.67,35.59,34.1,0
ORD-1770,2025-04-20,4,South,Apparel,Regular,C0399,3,61.19,19.3,148.14,100.96,47.18,31.8,0
ORD-1771,2025-04-20,4,North,Home,Regular,C0432,2,186.33,10,335.39,231.05,104.34,31.1,1
ORD-1772,2025-04-20,4,South,Sports,Premium,C0803,4,218.32,7,812.15,523.97,288.18,35.5,0
ORD-1773,2025-04-21,4,North,Home,Regular,C0199,4,196.3,6.5,734.16,486.82,247.34,33.7,1
ORD-1774,2025-04-21,4,West,Sports,Regular,C0556,1,45.56,8.1,41.87,27.34,14.53,34.7,0
ORD-1775,2025-04-21,4,North,Sports,Regular,C0213,3,114.51,10.9,306.09,206.12,99.97,32.7,1
ORD-1776,2025-04-21,4,East,Sports,Basic,C0081,2,118.49,9.5,214.47,142.19,72.28,33.7,1
ORD-1777,2025-04-21,4,South,Grocery,Regular,C0293,1,32.85,16.1,27.56,26.28,1.28,4.6,0
ORD-1778,2025-04-21,4,North,Grocery,Premium,C0890,7,36.59,2.1,250.75,204.9,45.85,18.3,1
ORD-1779,2025-04-21,4,North,Electronics,Basic,C0657,2,383.82,10,690.88,568.05,122.83,17.8,1
ORD-1780,2025-04-21,4,East,Home,Premium,C0056,3,264.4,7,737.68,491.78,245.9,33.3,0
ORD-1781,2025-04-21,4,South,Sports,Basic,C0647,3,80.29,15.5,203.54,144.52,59.02,29,0
ORD-1782,2025-04-22,4,South,Electronics,Basic,C0022,1,243.77,12.1,214.27,180.39,33.88,15.8,1
ORD-1783,2025-04-22,4,West,Electronics,Regular,C0531,3,327.09,10.4,879.22,726.14,153.08,17.4,0
ORD-1784,2025-04-22,4,West,Home,Premium,C0320,4,274.81,5.5,1038.78,681.53,357.25,34.4,0
ORD-1785,2025-04-22,4,West,Sports,Regular,C0124,3,156.94,9.4,426.56,282.49,144.07,33.8,0
ORD-1786,2025-04-22,4,East,Grocery,Basic,C0448,1,35.17,9.1,31.97,28.14,3.83,12,0
ORD-1787,2025-04-22,4,East,Apparel,Regular,C0350,4,138.84,15.9,467.06,305.45,161.61,34.6,1
ORD-1788,2025-04-23,4,North,Electronics,Premium,C0030,2,586.42,5.7,1105.99,867.9,238.09,21.5,0
ORD-1789,2025-04-23,4,East,Apparel,Basic,C0281,3,47.03,16.5,117.81,77.6,40.21,34.1,0
ORD-1790,2025-04-23,4,East,Sports,Regular,C0066,2,110.87,10.6,198.24,133.04,65.2,32.9,0
ORD-1791,2025-04-24,4,East,Electronics,Basic,C0185,1,263.68,6.5,246.54,195.12,51.42,20.9,1
ORD-1792,2025-04-24,4,South,Electronics,Regular,C0278,3,225.74,13,589.18,501.14,88.04,14.9,0
ORD-1793,2025-04-24,4,South,Apparel,Basic,C0404,1,85.91,22.2,66.84,47.25,19.59,29.3,1
ORD-1794,2025-04-24,4,South,Grocery,Regular,C0596,4,26.89,15,91.43,86.05,5.38,5.9,0
ORD-1795,2025-04-24,4,East,Apparel,Regular,C0678,4,55.87,14.8,190.4,122.91,67.49,35.4,1
ORD-1796,2025-04-24,4,West,Grocery,Regular,C0429,2,18.5,8.5,33.86,29.6,4.26,12.6,0
ORD-1797,2025-04-24,4,South,Apparel,Regular,C0028,2,65.63,20.6,104.22,72.19,32.03,30.7,0
ORD-1798,2025-04-24,4,East,Grocery,Premium,C0584,6,10.81,1.8,63.69,51.89,11.8,18.5,0
ORD-1799,2025-04-24,4,South,Apparel,Regular,C0343,2,133.58,18.7,217.2,146.94,70.26,32.3,1
ORD-1800,2025-04-25,4,East,Electronics,Regular,C0068,2,197.84,6.7,369.17,292.8,76.37,20.7,0
ORD-1801,2025-04-25,4,North,Grocery,Premium,C0318,4,19.28,3.1,74.73,61.7,13.03,17.4,0
ORD-1802,2025-04-25,4,South,Apparel,Basic,C0087,1,73.26,17.8,60.22,40.29,19.93,33.1,1
ORD-1803,2025-04-25,4,South,Home,Basic,C0133,2,186.33,13.6,321.98,231.05,90.93,28.2,1
ORD-1804,2025-04-25,4,North,Electronics,Regular,C0427,1,307.71,9.9,277.25,227.71,49.54,17.9,0
ORD-1805,2025-04-25,4,West,Apparel,Regular,C0556,3,83.72,12.8,219.01,138.14,80.87,36.9,0
ORD-1806,2025-04-25,4,North,Apparel,Regular,C0828,4,101.35,13.6,350.27,222.97,127.3,36.3,0
ORD-1807,2025-04-25,4,South,Apparel,Regular,C0677,1,38.95,23,29.99,21.42,8.57,28.6,1
ORD-1808,2025-04-25,4,North,Grocery,Basic,C0073,1,22.62,7.9,20.83,18.1,2.73,13.1,0
ORD-1809,2025-04-26,4,South,Apparel,Basic,C0397,3,65.73,21,155.78,108.45,47.33,30.4,0
ORD-1810,2025-04-26,4,West,Sports,Regular,C0854,4,158.78,7.6,586.85,381.07,205.78,35.1,0
ORD-1811,2025-04-26,4,South,Home,Regular,C0609,2,56.76,12.9,98.88,70.38,28.5,28.8,0
ORD-1812,2025-04-26,4,West,Electronics,Basic,C0564,2,374.21,8.1,687.8,553.83,133.97,19.5,1
ORD-1813,2025-04-26,4,North,Electronics,Basic,C0420,1,254.59,7.8,234.73,188.4,46.33,19.7,0
ORD-1814,2025-04-26,4,South,Electronics,Premium,C0450,3,430.55,11.2,1146.99,955.82,191.17,16.7,1
ORD-1815,2025-04-26,4,West,Sports,Premium,C0568,2,173.26,4,332.66,207.91,124.75,37.5,0
ORD-1816,2025-04-26,4,West,Sports,Basic,C0359,2,32.96,11.4,58.41,39.55,18.86,32.3,0
ORD-1817,2025-04-26,4,South,Sports,Regular,C0572,3,142.04,14.5,364.33,255.67,108.66,29.8,0
ORD-1818,2025-04-26,4,East,Electronics,Basic,C0534,1,253.98,6.3,237.98,187.95,50.03,21,1
ORD-1819,2025-04-27,4,West,Grocery,Premium,C0491,4,67.36,2.1,263.78,215.55,48.23,18.3,0
ORD-1820,2025-04-27,4,East,Electronics,Regular,C0467,2,260.77,11.5,461.56,385.94,75.62,16.4,1
ORD-1821,2025-04-27,4,South,Electronics,Regular,C0339,4,224.83,12.4,787.8,665.5,122.3,15.5,0
ORD-1822,2025-04-27,4,East,Apparel,Basic,C0809,2,55.42,14.6,94.66,60.96,33.7,35.6,1
ORD-1823,2025-04-27,4,East,Sports,Basic,C0797,3,93.08,10.1,251.04,167.54,83.5,33.3,1
ORD-1824,2025-04-27,4,North,Home,Basic,C0473,1,40.47,11.7,35.74,25.09,10.65,29.8,0
ORD-1825,2025-04-27,4,South,Sports,Basic,C0539,2,48.21,14.7,82.25,57.85,24.4,29.7,0
ORD-1826,2025-04-27,4,North,Home,Basic,C0131,2,143.52,8.9,261.49,177.96,83.53,31.9,1
ORD-1827,2025-04-27,4,South,Electronics,Regular,C0175,4,493.99,16.9,1642.02,1462.21,179.81,11,0
ORD-1828,2025-04-27,4,North,Electronics,Regular,C0761,1,462.25,6.7,431.28,342.06,89.22,20.7,1
ORD-1829,2025-04-27,4,South,Home,Regular,C0265,2,102.97,15.3,174.43,127.68,46.75,26.8,0
ORD-1830,2025-04-27,4,West,Sports,Regular,C0583,4,150.7,7.1,560,361.68,198.32,35.4,1
ORD-1831,2025-04-27,4,West,Sports,Regular,C0846,3,126.01,7.2,350.81,226.82,123.99,35.3,0
ORD-1832,2025-04-28,4,West,Grocery,Regular,C0065,1,42.62,9,38.78,34.1,4.68,12.1,1
ORD-1833,2025-04-28,4,South,Apparel,Regular,C0675,4,132.91,17.7,437.54,292.4,145.14,33.2,0
ORD-1834,2025-04-28,4,North,Home,Regular,C0549,4,40.55,8.3,148.74,100.56,48.18,32.4,0
ORD-1835,2025-04-28,4,South,Home,Premium,C0201,6,243.98,12,1288.21,907.61,380.6,29.5,1
ORD-1836,2025-04-28,4,West,Home,Regular,C0626,3,183.49,7.5,509.18,341.29,167.89,33,1
ORD-1837,2025-04-28,4,East,Grocery,Premium,C0296,2,22.93,4.1,43.98,36.69,7.29,16.6,0
ORD-1838,2025-04-29,4,West,Apparel,Regular,C0248,3,40.97,13.4,106.44,67.6,38.84,36.5,0
ORD-1839,2025-04-29,4,North,Apparel,Premium,C0453,2,74.39,9.4,134.79,81.83,52.96,39.3,0
ORD-1840,2025-04-29,4,West,Grocery,Premium,C0619,3,21.77,4.2,62.57,52.25,10.32,16.5,1
ORD-1841,2025-04-29,4,South,Apparel,Regular,C0039,4,93.1,19.5,299.78,204.82,94.96,31.7,0
ORD-1842,2025-04-29,4,North,Home,Basic,C0378,3,165.73,8.8,453.44,308.26,145.18,32,0
ORD-1843,2025-04-29,4,North,Sports,Basic,C0511,3,33.06,6.7,92.53,59.51,33.02,35.7,0
ORD-1844,2025-04-29,4,North,Apparel,Regular,C0773,2,110.91,13.2,192.54,122,70.54,36.6,0
ORD-1845,2025-04-29,4,South,Home,Basic,C0311,1,114.35,12,100.63,70.9,29.73,29.5,0
ORD-1846,2025-04-29,4,West,Apparel,Basic,C0183,2,79.08,12.9,137.76,86.99,50.77,36.9,1
ORD-1847,2025-04-30,4,West,Electronics,Regular,C0441,2,231.87,7.5,428.96,343.17,85.79,20,0
ORD-1848,2025-04-30,4,West,Sports,Basic,C0387,3,34.09,6.8,95.32,61.36,33.96,35.6,0
ORD-1849,2025-04-30,4,North,Apparel,Basic,C0283,2,59.69,12.6,104.34,65.66,38.68,37.1,0
ORD-1850,2025-04-30,4,North,Sports,Regular,C0272,4,119.11,10.5,426.41,285.86,140.55,33,0
ORD-1851,2025-04-30,4,North,Apparel,Premium,C0182,5,84.19,12.1,370.02,231.52,138.5,37.4,0
ORD-1852,2025-04-30,4,West,Grocery,Regular,C0330,1,25.21,6.2,23.65,20.17,3.48,14.7,1
ORD-1853,2025-04-30,4,North,Home,Premium,C0173,7,155.96,1.9,1070.98,676.87,394.11,36.8,1
ORD-1854,2025-05-01,5,East,Electronics,Regular,C0780,4,187.34,10.7,669.18,554.53,114.65,17.1,1
ORD-1855,2025-05-01,5,North,Sports,Premium,C0717,2,150.75,3,292.45,180.9,111.55,38.1,0
ORD-1856,2025-05-01,5,West,Home,Regular,C0897,3,88.04,7.6,244.05,163.75,80.3,32.9,0
ORD-1857,2025-05-01,5,South,Grocery,Premium,C0251,6,71.61,9,390.99,343.73,47.26,12.1,0
ORD-1858,2025-05-01,5,South,Sports,Basic,C0738,1,81.51,14.9,69.37,48.91,20.46,29.5,1
ORD-1859,2025-05-01,5,North,Electronics,Basic,C0010,2,291.3,7.6,538.32,431.12,107.2,19.9,0
ORD-1860,2025-05-01,5,South,Apparel,Regular,C0389,4,109.49,22.9,337.67,240.88,96.79,28.7,0
ORD-1861,2025-05-02,5,West,Apparel,Premium,C0619,6,93.46,10.3,503,308.42,194.58,38.7,0
ORD-1862,2025-05-02,5,North,Grocery,Regular,C0261,1,51.84,8.4,47.49,41.47,6.02,12.7,1
ORD-1863,2025-05-02,5,East,Home,Premium,C0663,3,147.17,2.7,429.59,273.74,155.85,36.3,1
ORD-1864,2025-05-02,5,West,Sports,Basic,C0346,1,59.5,10.3,53.37,35.7,17.67,33.1,1
ORD-1865,2025-05-02,5,North,Grocery,Regular,C0593,2,48.74,7,90.66,77.98,12.68,14,0
ORD-1866,2025-05-02,5,North,Grocery,Premium,C0034,4,37.26,3.2,144.27,119.23,25.04,17.4,0
ORD-1867,2025-05-02,5,West,Apparel,Regular,C0327,3,63.39,16,159.74,104.59,55.15,34.5,1
ORD-1868,2025-05-02,5,South,Electronics,Premium,C0814,4,383.85,9.3,1392.61,1136.2,256.41,18.4,1
ORD-1869,2025-05-02,5,West,Apparel,Basic,C0530,2,79.34,14.6,135.51,87.27,48.24,35.6,0
ORD-1870,2025-05-02,5,South,Apparel,Premium,C0406,8,164.48,16.3,1101.36,723.71,377.65,34.3,1
ORD-1871,2025-05-02,5,West,Sports,Regular,C0592,3,121.59,8.7,333.04,218.86,114.18,34.3,1
ORD-1872,2025-05-03,5,West,Grocery,Basic,C0682,3,48.07,10,129.79,115.37,14.42,11.1,0
ORD-1873,2025-05-03,5,East,Home,Basic,C0049,3,142.26,9.2,387.52,264.6,122.92,31.7,0
ORD-1874,2025-05-03,5,South,Electronics,Regular,C0702,4,454.9,17.7,1497.53,1346.5,151.03,10.1,1
ORD-1875,2025-05-03,5,West,Grocery,Basic,C0138,2,45.31,7.6,83.73,72.5,11.23,13.4,0
ORD-1876,2025-05-03,5,West,Home,Regular,C0475,2,118.76,9.7,214.48,147.26,67.22,31.3,0
ORD-1877,2025-05-03,5,South,Electronics,Premium,C0762,8,657.28,7.6,4858.61,3891.1,967.51,19.9,1
ORD-1878,2025-05-03,5,East,Electronics,Regular,C0554,3,505.36,7.5,1402.37,1121.9,280.47,20,0
ORD-1879,2025-05-03,5,South,Home,Regular,C0372,4,55.43,15.1,188.24,137.47,50.77,27,0
ORD-1880,2025-05-03,5,East,Sports,Regular,C0192,1,173.61,11.6,153.47,104.17,49.3,32.1,1
ORD-1881,2025-05-04,5,North,Grocery,Basic,C0657,2,26.68,9.3,48.4,42.69,5.71,11.8,0
ORD-1882,2025-05-04,5,East,Apparel,Basic,C0245,1,72.55,16.5,60.58,39.9,20.68,34.1,0
ORD-1883,2025-05-04,5,North,Apparel,Premium,C0240,2,135.08,12.7,235.85,148.59,87.26,37,0
ORD-1884,2025-05-04,5,South,Electronics,Regular,C0381,4,332.21,12.4,1164.06,983.34,180.72,15.5,0
ORD-1885,2025-05-04,5,South,Electronics,Regular,C0499,3,249.64,13.3,649.31,554.2,95.11,14.6,0
ORD-1886,2025-05-04,5,East,Sports,Regular,C0017,2,80.1,12.3,140.5,96.12,44.38,31.6,1
ORD-1887,2025-05-04,5,West,Apparel,Basic,C0886,2,37.95,16.4,63.45,41.75,21.7,34.2,0
ORD-1888,2025-05-04,5,East,Grocery,Basic,C0044,1,52.16,9.6,47.15,41.73,5.42,11.5,0
ORD-1889,2025-05-04,5,East,Sports,Regular,C0391,2,130.94,7,243.55,157.13,86.42,35.5,0
ORD-1890,2025-05-04,5,North,Home,Regular,C0418,4,180.03,6.9,670.43,446.47,223.96,33.4,0
ORD-1891,2025-05-05,5,North,Grocery,Basic,C0396,3,20.65,8.9,56.44,49.56,6.88,12.2,0
ORD-1892,2025-05-05,5,East,Sports,Basic,C0809,2,58.42,7.3,108.31,70.1,38.21,35.3,0
ORD-1893,2025-05-05,5,East,Home,Regular,C0412,4,160.22,11,570.38,397.35,173.03,30.3,0
ORD-1894,2025-05-05,5,North,Home,Regular,C0137,1,63.68,7.7,58.78,39.48,19.3,32.8,0
ORD-1895,2025-05-05,5,North,Sports,Basic,C0504,1,75.94,12.6,66.37,45.56,20.81,31.4,0
ORD-1896,2025-05-05,5,West,Electronics,Regular,C0870,2,510.09,8.9,929.38,754.93,174.45,18.8,0
ORD-1897,2025-05-06,5,East,Apparel,Basic,C0559,3,41.5,19.7,99.97,68.48,31.49,31.5,0
ORD-1898,2025-05-06,5,West,Home,Basic,C0704,2,110.21,11.9,194.19,136.66,57.53,29.6,0
ORD-1899,2025-05-06,5,West,Sports,Premium,C0186,3,123.85,2.1,363.75,222.93,140.82,38.7,1
ORD-1900,2025-05-06,5,West,Home,Basic,C0881,3,156.9,12.3,412.8,291.83,120.97,29.3,1
ORD-1901,2025-05-06,5,South,Apparel,Regular,C0696,4,66.61,20.5,211.82,146.54,65.28,30.8,0
ORD-1902,2025-05-06,5,East,Home,Premium,C0769,6,248.53,7,1386.8,924.53,462.27,33.3,1
ORD-1903,2025-05-06,5,East,Home,Basic,C0235,1,40.7,7.5,37.65,25.23,12.42,33,0
ORD-1904,2025-05-06,5,West,Grocery,Regular,C0565,4,31.57,8.9,115.04,101.02,14.02,12.2,0
ORD-1905,2025-05-06,5,North,Sports,Regular,C0440,1,61.55,8.3,56.44,36.93,19.51,34.6,0
ORD-1906,2025-05-06,5,West,Apparel,Regular,C0353,3,61.01,14.2,157.04,100.67,56.37,35.9,0
ORD-1907,2025-05-06,5,South,Electronics,Regular,C0389,4,504.47,13.9,1737.39,1493.23,244.16,14.1,0
ORD-1908,2025-05-06,5,North,Home,Regular,C0422,4,191.64,12.4,671.51,475.27,196.24,29.2,1
ORD-1909,2025-05-07,5,West,Home,Basic,C0138,2,88.15,10.1,158.49,109.31,49.18,31,0
ORD-1910,2025-05-07,5,East,Apparel,Basic,C0370,3,79.3,16.9,197.69,130.84,66.85,33.8,0
ORD-1911,2025-05-07,5,West,Apparel,Basic,C0154,2,53.22,15.1,90.37,58.54,31.83,35.2,1
ORD-1912,2025-05-07,5,West,Apparel,Regular,C0821,1,47.46,14,40.82,26.1,14.72,36.1,0
ORD-1913,2025-05-07,5,West,Electronics,Regular,C0614,1,185.9,9.7,167.87,137.57,30.3,18,1
ORD-1914,2025-05-07,5,North,Apparel,Premium,C0890,4,125.18,14.1,430.12,275.4,154.72,36,0
ORD-1915,2025-05-07,5,North,Apparel,Regular,C0380,4,53.84,17.5,177.67,118.45,59.22,33.3,1
ORD-1916,2025-05-07,5,North,Home,Premium,C0879,7,124.15,4.9,826.47,538.81,287.66,34.8,1
ORD-1917,2025-05-07,5,West,Grocery,Regular,C0065,1,26.33,12.7,22.99,21.06,1.93,8.4,0
ORD-1918,2025-05-08,5,North,Grocery,Regular,C0234,1,37.73,10.7,33.69,30.18,3.51,10.4,0
ORD-1919,2025-05-08,5,West,Apparel,Regular,C0128,3,85.76,14.8,219.2,141.5,77.7,35.4,0
ORD-1920,2025-05-08,5,South,Sports,Basic,C0133,3,132.69,15.3,337.17,238.84,98.33,29.2,0
ORD-1921,2025-05-08,5,South,Grocery,Basic,C0158,1,15.49,14.5,13.24,12.39,0.85,6.4,1
ORD-1922,2025-05-08,5,East,Home,Regular,C0187,1,203.65,10.2,182.88,126.26,56.62,31,0
ORD-1923,2025-05-09,5,North,Apparel,Basic,C0394,1,38.57,14.3,33.05,21.21,11.84,35.8,0
ORD-1924,2025-05-09,5,South,Apparel,Basic,C0057,3,99.58,23.7,227.94,164.31,63.63,27.9,0
ORD-1925,2025-05-09,5,North,Home,Premium,C0518,6,141.57,7.5,785.71,526.64,259.07,33,0
ORD-1926,2025-05-09,5,West,Sports,Regular,C0629,1,127.64,6.8,118.96,76.58,42.38,35.6,0
ORD-1927,2025-05-09,5,South,Electronics,Premium,C0450,5,638.41,12.1,2805.81,2362.12,443.69,15.8,0
